"codice-isil";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-CA0267";"Biblioteca dell'Istituto di ricerche storico-politiche Girolamo Sotgiu";"Via Cadello 9";"";"09121";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2350114";"9,1121074";"+39 0704092756";"+39 0704092746";"";""
"IT-CA0268";"Biblioteca del Servizio beni librari della Regione autonoma della Sardegna";"via Trieste 137";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2213954";"9,1027329";"+39 0706064542";"+39 0706064590";"pi.biblioteca.regionale@regione.sardegna.it";"http://www.sardegnabiblioteche.it/j/v/110?s=3857&v=2&c=1456&t=1&b="
"IT-CA0281";"Biblioteca del Distretto Biomedico scientifico - Sezione di via Ospedale - Sottosezione complesso pediatrico - Università degli studi di Cagliari";"Via Porcell 3";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2219298";"9,1144502";"+39 0706093454";"+39 0706093454";"gfantola@unica.it";""
"IT-CA0290";"Biblioteca  R. Carta Raspi";"Via Crispi 19";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2157288";"9,1105012";"+39 070670088";"+39 070670088";"";""
"IT-CA0293";"Biblioteca del gruppo archeologico NEAPOLIS";"Via Roma 46, presso il Deposito archeologico comunale";"";"09036";"Guspini";"106008";"Medio Campidano";"SARDEGNA";"106";"39,539318";"8,631052";"+39 070972454";"+39 070970180";"";""
"IT-CA0294";"Biblioteca specializzata di informatica";"Via Leonardo da Vinci 13";"";"09036";"Guspini";"106008";"Medio Campidano";"SARDEGNA";"106";"39,543311";"8,625694";"+39 070974647";"+39 070972637";"";""
"IT-CA0295";"Biblioteca dell'associazione Italia-Inghilterra The Myriam Cabiddu library";"Via Machiavelli 97";"";"09100";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2280433";"9,1302796";"+39 070402835";"+39 070402966";"";""
"IT-CA0296";"Biblioteca dell'Istituto storico Giuseppe Siotto";"Via dei Genovesi 114";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2187823";"9,1157585";"";"";"";""
"IT-CA0297";"Biblioteca di Nostra Signora delle Grazie";"Via C. Felice 237";"";"09030";"Sanluri";"106015";"Medio Campidano";"SARDEGNA";"106";"39,2154583";"9,1092282";"+39 0709370270";"";"";""
"IT-CA0298";"Biblioteca del Distretto biomedico scientifico - Sezione Beniamino Orrù - Università degli studi di Cagliari";"Cittadella universitaria di Monserrato";"";"09042";"Monserrato";"092109";"Cagliari";"SARDEGNA";"092";"39,2676642";"9,1290128";"+39 0706754290";"+39 0706754278";"biblio.bs@unica.it";"http://sba.unica.it/biblioteche/Distretto-BS/sezioni/monserrato"
"IT-CA0299";"Biblioteca del Distretto delle scienze sociali, economiche e giuridiche - Sezione Centro interdipartimentale di documentazione europea - Università degli studi di Cagliari";"Via S. Ignazio 13";"";"09123";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,224678";"9,1132997";"+39 0706753500";"+39 0706753390";"cedoeu@unica.it";""
"IT-CA0311";"Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio per la città metropolitana di Cagliari e le province di Oristano, Medio Campidano, Carbonia-Iglesias e Ogliastra. Archeologia";"Piazza Indipendenza 7";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2211307";"9,1166699";"+39 070 60518236";"+39 070 658871";"mariagrazia.mundula@beniculturali.it";"http://www.archeocaor.beniculturali.it/index.php?it/281/biblioteca"
"IT-CA0312";"Biblioteca Provinciale Ragazzi";"Via Cadello 9/b";"";"09121";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2350114";"9,1121074";"+39 070 5284554/555/556";"+39 070 5284553";"bibliotecaragazzi@provincia.cagliari.it";""
"IT-CA0316";"Biblioteca Formez";"Via Roma 83";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2138683";"9,1126667";"+39 07067956225";"+39 070659767";"bibliocagliari@formez.it";"http://biblioteca.formez.it/webif"
"IT-CA0317";"Biblioteca del Centro Servizi Culturali della Società Umanitaria - Cineteca sarda";"Via Trieste 118-126";"";"09123";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2204655";"9,1033927";"+39 070275271";"+39 070275271";"cinetecasarda@gmail.com";"http://www.lacinetecasarda.it/"
"IT-CA0318";"Biblioteca Sardegna Ricerche ";"Località Piscinamanna";"edificio 2";"09010";"Pula";"092050";"Cagliari";"SARDEGNA";"092";"39,0129845";"9,0013997";"+39 07092432202";"+39 07092432254";"biblioteca@sardegnaricerche.it";""
"IT-CA0319";"Biblioteca comunale Amelia Camboni";"Via Monte";"";"09010";"Villamassargia";"107022";"Carbonia-Iglesias";"SARDEGNA";"107";"39,2768664";"8,6409652";"+39 078174436";"+39 078174880";"biblioteca.villmassargia@sbis.it";"http://www.sbis.it/villamassargia/index.htm"
"IT-CA0320";"Biblioteca comunale";"Via E. D'Arborea";"";"09010";"Villaperuccio";"107023";"Carbonia-Iglesias";"SARDEGNA";"107";"39,111349";"8,670374";"+39 0781950074";"+39 0781950074";"responsabile.villaperuccio@sbis.it";"http://www.sbis.it/le-biblioteche/biblioteca-villaperuccio.html"
"IT-CA0321";"Biblioteca comunale";"Via Principe di Piemonte, 3";"";"09010";"Piscinas";"107015";"Carbonia-Iglesias";"SARDEGNA";"107";"39,0688489";"8,6276966";"+39 0781963076";"+39 0781964754";"biblioteca.piscinas@sbis.it";"http://www.sbis.it/piscinas/index.htm"
"IT-CA0322";"Biblioteca comunale";"Località Olia Speciosa 1";"Località Olia Speciosa 1";"09040";"Castiadas";"092106";"Cagliari";"SARDEGNA";"092";"39,2367258";"9,50118499999997";"+39 07099450323";"";"biblioteca@comune.castiadas.ca.it";"http://comune.castiadas.ca.it/biblioteca/"
"IT-CA0323";"Biblioteca del Centro regionale di programmazione";"Via Cesare Battisti s.n.";"";"09123";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2234038455772";"9,10169251475827";"+39 0706064689";"+39 0706064684";"pbittichesu@regione.sardegna.it";""
"IT-CA0324";"Biblioteca dell'Istituto Comprensivo di Santadi";"Via Risorgimento 101";"";"09010";"Santadi";"107018";"Carbonia-Iglesias";"SARDEGNA";"107";"39,0923622";"8,7138533";"+39 0781955161";"+39 0781941142";"caic825001@istruzione.it";"http://web.tiscali.it/compsantadi/"
"IT-CA0325";"Biblioteca della Casa circondariale Buoncammino";"Viale Buoncammino";"";"09100";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2250169";"9,114044";"";"";"";""
"IT-CA0326";"Biblioteca della Casa circondariale di Iglesias";"località Sa Stoia";"";"09016";"Iglesias";"107009";"Carbonia-Iglesias";"SARDEGNA";"107";"39,29647";"8,574515";"+39 078121101";"";"";""
"IT-CA0327";"Biblioteca dell'Istituto penale minorile";"Località Pezzu Mannu";"";"09044";"Quartucciu";"092105";"Cagliari";"SARDEGNA";"092";"39,272956";"9,181044";"";"";"";""
"IT-CA0328";"Biblioteca della Società umanitaria";"Via della Vittoria 96";"";"09013";"Carbonia";"107003";"Carbonia-Iglesias";"SARDEGNA";"107";"39,1593962";"8,52497659999995";"+39 0781671527";"+39 0781662312";"umanitaria.carbonia@gmail.com";""
"IT-CA0329";"Biblioteca del Liceo Francesco De Sanctis";"Via Cornalias 169";"";"09121";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2415026";"9,1062482";"+39 070 284995";"+39 070 287305";"bibliodesanctis@tiscali.it";"http://liceodesanctiscagliari.it/index.php?option=com_content&view=article&id=187&Itemid=115"
"IT-CA0331";"Biblioteca dell'Agenzia regionale per la protezione dell'ambiente della Sardegna - ARPA";"Via Palabanda, 9";"";"09123";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2198867";"9,1093454";"+39 070678811";"+39 07067881201";"info@arpa.sardegna.it";""
"IT-CA0332";"Biblioteca della Comunità La Collina";"Località S'Otta s.n.";"";"09040";"Serdiana";"092071";"Cagliari";"SARDEGNA";"092";"39,3753148";"9,1600185";"+39 0780743923";"+39 0780743923";"comunitalacollina@tiscali.it";""
"IT-CA0333";"Centro di documentazione della Direzione per i servizi bibliotecari - Sistema bibliotecario d'ateneo - Università degli studi di Cagliari";"Via San Giorgio, 12";"";"09123";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,220778";"9,112742";"+39 0706756462";"+39 0706756468";"";""
"IT-CA0334";"Ufficio bibliografico centralizzato ASL 8";"Piazzale Ricchi";"";"09134";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,214525";"9,110492";"+39 070539486";"+39 070542270";"boy.ubc@tiscali.it";""
"IT-CA0335";"Biblioteca comunale";"Via Aldo Moro 1";"";"09033";"Decimomannu";"092015";"Cagliari";"SARDEGNA";"092";"39,33329";"8,915838";"+39 070962140/9663041";"+39 0709663041";"bcdecimo@hotmail.it";"http://www.comune.decimomannu.ca.it/areetematiche/culturaistruzionesport/bibliotecacomunale/"
"IT-CA0336";"Biblioteca comunale";"Piazza di Chiesa 3";"";"09030";"Elmas";"092108";"Cagliari";"SARDEGNA";"092";"39,2656772";"9,0517128";"+39 0702135095";"+39 0702135095";"biblioteca@comune.elmas.ca.it";""
"IT-CA0337";"Biblioteca dell'Istituto Professionale per i Servizi Alberghieri e della Ristorazione Antonio Gramsci";"Via Decio Mure";"";"09042";"Monserrato";"092109";"Cagliari";"SARDEGNA";"092";"39,2604897";"9,127173";"+39 070575573";"+39 070578429";"info@alberghierogramsci.it";""
"IT-CA0338";"Biblioteca del CSV Sardegna Solidale - Centro di Servizio per il Volontariato";"Via Cavalcanti 13";"";"09128";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2229607";"9,12631639999995";"+39 070345069";"+39 070345032";"csv@sardegnasolidale.it";""
"IT-CA0475";"Biblioteca Pasqualina Pillolla del liceo ginnasio statale G. Siotto Pintor";"Via Trento 103";"";"09133";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070276591";"";"cspc050004@istruzione.it";""
"IT-CA0476";"Biblioteca comunale";"Via Roma 44";"";"09040";"Maracalagonis";"092037";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070789470";"";"biblioteca@comune.maracalagonis.ca.it";""
"IT-CA0477";"Biblioteca Yorick";"Via 31 Marzo 1943, 20";"";"09042";"Monserrato";"092109";"Cagliari";"SARDEGNA";"092";"39,2539317";"9,14150910000001";"+39 0705839742";"+39  0705830137";"ismascareddas@tiscali.it";"http://ismascareddas.it/ita/biblioteca/biblioteca.htm"
"IT-CA0478";"Biblioteca del Centro giovanile domenicano  - CGD";"Via del Lavoro 15";"";"09047";"Selargius";"092068";"Cagliari";"SARDEGNA";"092";"39,265257";"9,175883";"+39 070846083";"+39 0708488027";"biblioteca.cgd@gmail.com";"http://www.predicazione.it/libri/BIBLIOTECA"
"IT-CA0479";"Biblioteca del Club alpino italiano";"Via Piccioni, 13";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2172143";"9,11830250000003";"+39  070 667877";"+39 070 667877";"info@caicagliari.it";"http://www.caicagliari.it/274-BIBLIOTECA.html"
"IT-CA0483";"Biblioteca Galleria Comunale d'Arte";"Largo Giuseppe Dessì - Giardini Pubblici";"";"09131";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2240030988517";"9,11741430836787";"+39 070 6777598";"+39  070 42091";"museicivici@comune.cagliari.it";""
"IT-CA0484";"Biblioteca comunale di quartiere "Regina Elena"";"Via Stoccolma";"";"09129";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2247367";"9,13469850000001";"+39  070 2344724";"";"biblioteca.reginaelena@gmail.com";"http://www.comune.cagliari.it/portale/it/servizi_alle_scuole_e_inf.wp?contentId=SIT691"
"IT-CA0485";"Biblioteca comunale di quartiere "G. B. Tuveri"";"Via Venezia";"";"09126";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"39,2066459";"9,13576599999999";"+39 070 2342783";"";"biblioteca.tuveri@gmail.com";"http://www.comune.cagliari.it/portale/it/servizi_alle_scuole_e_inf.wp?contentId=SIT690"
"IT-CA0486";"Biblioteca San Mauro "Centro Studi - documentazione sulle dipendenze e l'emarginazione"";"Via S. Giovanni 287";"";"09127";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070 663358";"+39 070 674673";"associazione@mondoxsardegna.it";"http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5670&codice=PR-OV0026"
"IT-CA0487";"Biblioteca del Centro Universitario Musicale";"Via Università 55";"";"09124";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070 728644";"+39 070 728644";"";"http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5670&codice=PR-OV0027"
"IT-CA0488";"Biblioteca della Congregazione Figlie di Maria";"Via San Benedetto 7";"";"09128";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"";"null";"+39  070 43354";"";"istitutob.pastore@tiscali.it";""
"IT-CA0489";"Biblioteca del Coni ";"Via Fais 5";"";"09128";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070 482261";"+39 070 4560809";"cagliari@coni.it";""
"IT-CA0490";"Biblioteca dell'Istituto di storia dell'Europa mediterranea del CNR ";"Via G.B. Tuveri 128";"";"09129";"Cagliari";"092009";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070 403670";"+39 070 498118";"monica.cotza@isem.cnr.it";"www.isem.cnr.it"
"IT-CA0491";"Biblioteca del Liceo Scientifico "Pitagora"";"Via I Maggio";"";"09047";"Selargius";"092068";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070 850380";"+39 070 841886";"bibliopitagora@gmail.com";"http://www.liceopitagoraselargius.it/"
"IT-CA0492";"Biblioteca Poggio dei Pini";"Piazza A. Ricchi";"";"09012";"Capoterra";"092011";"Cagliari";"SARDEGNA";"092";"";"null";"+39 070725851";"";"bibliotecapoggio@tiscali.it";"www.bibliotecapoggiodeipini.org"
"IT-CB0001";"Biblioteca comunale";"Via Trento, 3";"";"86030";"Acquaviva Collecroce";"070001";"Campobasso";"MOLISE";"070";"41,8674751";"14,7472371";"";"";"bibiana.manuele@gmail.com";""
"IT-CB0004";"Biblioteca pubblica comunale";"Corso Amatuzio 77";"";"86021";"Bojano";"070003";"Campobasso";"MOLISE";"070";"41,4865787";"14,473783";"+39 0874778721";"";"";""
"IT-CB0006";"Biblioteca Sacro Cuore dei padri cappuccini";"Piazza S. Francesco";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5611008";"14,6690631";"+39 0874483042";"";"";""
"IT-CB0007";"Biblioteca provinciale Pasquale Albino";"Via Garibaldi, s.n.c.";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5620964";"14,662782";"+39 087469354";"+39 0874401511";"";"http://www.provincia.campobasso.it/biblioteca/storia/storia.htm"
"IT-CB0009";"Biblioteca dell'Archivio di Stato di Campobasso";"Via Orefici 43";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5620263";"14,6599629";"+39 087490349";"+39 0874411525";"as-cb@beniculturali.it";""
"IT-CB0010";"Biblioteca Parrocchiale S. Michele Arcangelo";"C/o Parrocchia S. Michele Arcangelo";"";"86040";"Campolieto";"070009";"Campobasso";"MOLISE";"070";"41,6329814";"14,7678148";"";"";"";""
"IT-CB0011";"Biblioteca comunale";"Via Orti Barracca";"";"86040";"Campolieto";"070009";"Campobasso";"MOLISE";"070";"41,6332411";"14,7661763";"";"";"";""
"IT-CB0012";"Biblioteca comunale";"Corso Skanderberg 6";"";"86042";"Campomarino";"070010";"Campobasso";"MOLISE";"070";"41,9518623";"15,0345153";"+39 0875531226";"+39 0875530004";"biblio.campomarino@alice.it";"http://219.210.155.151:8080/sbn"
"IT-CB0014";"Biblioteca Caradonio di Blasio";"Piazza Umberto 2";"";"86043";"Casacalenda";"070011";"Campobasso";"MOLISE";"070";"41,741355";"14,85005";"+39 0874841490";"";"biblioteca@caradoniodiblasio.it";""
"IT-CB0016";"Biblioteca comunale";"Corso Roma 78";"";"86043";"Casacalenda";"070011";"Campobasso";"MOLISE";"070";"41,7395682";"14,847116";"";"";"";""
"IT-CB0018";"Biblioteca comunale";"Via Orto del Capitano 9";"";"86020";"Castellino del Biferno";"070014";"Campobasso";"MOLISE";"070";"41,7012872";"14,7320477";"";"";"";""
"IT-CB0020";"Biblioteca del Centro sociale di educazione permanente";"Via Carducci";"";"86012";"Cercemaggiore";"070017";"Campobasso";"MOLISE";"070";"41,4603525";"14,7218455";"+39 0874799134";"";"";""
"IT-CB0023";"Biblioteca del Centro sociale di educazione permanente";"Via Campo Aperto";"";"86020";"Colle d'Anchise";"070020";"Campobasso";"MOLISE";"070";"41,5077418";"14,516995";"";"";"";""
"IT-CB0024";"Biblioteca comunale";"Largo Verdi 9";"";"86044";"Colletorto";"070021";"Campobasso";"MOLISE";"070";"41,6632225";"14,9729404";"";"";"";""
"IT-CB0025";"Biblioteca comunale F. Berardinelli";"Via Nazionale Sannitica, 47";"";"86013";"Gambatesa";"070025";"Campobasso";"MOLISE";"070";"41,5088866";"14,9122442";"+39 0874719344";"";"";""
"IT-CB0026";"Biblioteca comunale";"Via Municipio snc";"";"86014";"Guardiaregia";"070028";"Campobasso";"MOLISE";"070";"41,4350175";"14,5415508";"";"";"";""
"IT-CB0027";"Biblioteca comunale G. Borsi ";"Largo Garibaldi snc";"";"86034";"Guglionesi";"070029";"Campobasso";"MOLISE";"070";"41,9104387";"14,9144974";"";"+39 0875689391";"hk108@hotmail.it";""
"IT-CB0028";"Biblioteca comunale";"piazza Umberto I";"";"86015";"Jelsi";"070030";"Campobasso";"MOLISE";"070";"41,5198569";"14,7959845";"";"";"";""
"IT-CB0030";"Biblioteca Vittorio Levante";"Piazza Duomo 37";"";"86035";"Larino";"070031";"Campobasso";"MOLISE";"070";"41,8007687";"14,9105746";"+39 0874822206";"";"";""
"IT-CB0032";"Biblioteca comunale";"Piazza Vittorio Emanuele, 18";"";"86022";"Limosano";"070032";"Campobasso";"MOLISE";"070";"41,6767765";"14,6214595";"";"";"";""
"IT-CB0033";"Biblioteca comunale";"Via Vigna del Signore";"";"86030";"Lucito";"070033";"Campobasso";"MOLISE";"070";"41,7328558";"14,6881362";"+39 0874747204";"+39 0874746081";"";""
"IT-CB0034";"Biblioteca del Centro sociale di educazione permanente";"Via Antonarelli 2";"";"86030";"Lupara";"070034";"Campobasso";"MOLISE";"070";"41,762155";"14,7332936";"";"";"";""
"IT-CB0035";"Biblioteca comunale";"Largo Municipio";"";"86040";"Macchia Valfortore";"070035";"Campobasso";"MOLISE";"070";"41,5930557";"14,9109786";"";"";"";""
"IT-CB0036";"Biblioteca comunale";"Via della Fermezza 5";"";"86030";"Mafalda";"070036";"Campobasso";"MOLISE";"070";"41,9414511";"14,7125244";"";"";"";""
"IT-CB0037";"Biblioteca del Centro sociale di educazione permanente";"Piazza Vittorio Veneto, 14";"";"86010";"Mirabello Sannitico";"070038";"Campobasso";"MOLISE";"070";"41,5311265";"14,6714737";"";"";"";""
"IT-CB0038";"Biblioteca comunale";"Via G. Marconi 9";"";"86020";"Molise";"070039";"Campobasso";"MOLISE";"070";"41,659183";"14,4588180000001";"";"";"";""
"IT-CB0040";"Biblioteca comunale G. Sanchez";"Via De Fanis Vico 1° 1";"";"86033";"Montefalcone nel Sannio";"070043";"Campobasso";"MOLISE";"070";"41,8676666";"14,6392407";"";"";"comunemontefalcone@tiscali.it";""
"IT-CB0043";"Biblioteca comunale Emilio Ambrogio Paterno";"Via del Mercato, 1";"";"86036";"Montenero di Bisaccia";"070046";"Campobasso";"MOLISE";"070";"41,9561643";"14,7811816";"+39 0875966151";"+39 0875959235";"";""
"IT-CB0046";"Biblioteca comunale";"Via dei Mille";"";"86040";"Montorio nei Frentani";"070047";"Campobasso";"MOLISE";"070";"41,7600567";"14,9337178";"+39 0874826335";"";"";""
"IT-CB0047";"Biblioteca del Centro sociale di educazione permanente";"Corso Municipio 70";"";"86040";"Morrone del Sannio";"070048";"Campobasso";"MOLISE";"070";"41,7116902";"14,778803";"";"";"";""
"IT-CB0048";"Biblioteca comunale Don Angelo Tirabassi";"Piazza Giordano";"";"86010";"Oratino";"070049";"Campobasso";"MOLISE";"070";"41,58553";"14,5847866";"";"";"";""
"IT-CB0049";"Biblioteca comunale";"Via Pertini, 1";"";"86037";"Palata";"070050";"Campobasso";"MOLISE";"070";"41,8881301";"14,7880109";"";"";"";""
"IT-CB0050";"Biblioteca del Centro sociale di educazione permanente";"Viale Petravalle 5";"";"86038";"Petacciato";"070051";"Campobasso";"MOLISE";"070";"42,0133834";"14,8601203";"";"";"";""
"IT-CB0051";"Biblioteca comunale";"Via Casaleno, 1";"";"86020";"Pietracupa";"070054";"Campobasso";"MOLISE";"070";"41,6826459";"14,5214607";"";"";"";""
"IT-CB0052";"Biblioteca comunale";"Via Roma 89";"";"86045";"Portocannone";"070055";"Campobasso";"MOLISE";"070";"41,9154692";"15,0088493";"+39 087559286";"+39 087559286";"biblioteca.pc@tin.it";""
"IT-CB0053";"Biblioteca comunale";"Via Umberto I  9";"";"86040";"Provvidenti";"070056";"Campobasso";"MOLISE";"070";"41,7186394";"14,8227773";"";"";"";""
"IT-CB0054";"Biblioteca comunale";"Piazza Portella";"";"86020";"Roccavivara";"070060";"Campobasso";"MOLISE";"070";"41,8356025";"14,598512";"+39 0874875087";"+39 0874875361";"amministrazione@comune.roccavivara.cb.it";""
"IT-CB0055";"Biblioteca del Centro sociale di educazione permanente";"Piazza Roma";"";"86020";"San Biase";"070063";"Campobasso";"MOLISE";"070";"41,7147996";"14,5897124";"";"";"";""
"IT-CB0056";"Biblioteca del Centro sociale di educazione permanente";"Via Roma, 42";"";"86030";"San Felice del Molise";"070064";"Campobasso";"MOLISE";"070";"41,8899197";"14,7015026";"";"";"";""
"IT-CB0057";"Biblioteca comunale Vincenzo Cuoco";"Corso Umberto I  114";"";"86030";"San Giacomo degli Schiavoni";"070065";"Campobasso";"MOLISE";"070";"41,9628561";"14,9458015";"+39 087551130";"+39 0875700089";"sangiacomodeglischiavoni@virgilio.it";""
"IT-CB0059";"Biblioteca comunale Oberdan Stingone";"Piazza Umberto I, 62";"";"86046";"San Martino in Pensilis";"070069";"Campobasso";"MOLISE";"070";"41,8700741";"15,0109886";"";"";"";""
"IT-CB0060";"Biblioteca comunale";"Via Vittorio Emanuele, presso municipio";"";"86020";"San Polo Matese";"070071";"Campobasso";"MOLISE";"070";"41,4598072";"14,4959421";"";"";"";""
"IT-CB0061";"Biblioteca comunale";"Piazza Alessio Marone 3";"";"86020";"Sant'Angelo Limosano";"070073";"Campobasso";"MOLISE";"070";"41,6934925";"14,6039762";"";"";"";""
"IT-CB0062";"Biblioteca Roberto e Linda Testa";"Corso Umberto I, 39";"";"86048";"Sant'Elia a Pianisi";"070074";"Campobasso";"MOLISE";"070";"41,6210172";"14,8750517";"+39 087481205";"+39 0874816400";"";""
"IT-CB0063";"Biblioteca comunale";"Strada Media della Chiesa 17";"";"86047";"Santa Croce di Magliano";"070072";"Campobasso";"MOLISE";"070";"41,7118006";"14,9927537";"";"";"";""
"IT-CB0064";"Biblioteca comunale Gennaro Perrotta";"Corso Fratelli Brigida 96";"";"86039";"Termoli";"070078";"Campobasso";"MOLISE";"070";"42,0019089082964";"14,9967094883606";"+39 0875714618";"+39 0875701843";"bibliotecaperrotta@yahoo.it";"http://www.comune.termoli.cb.it/"
"IT-CB0065";"Biblioteca comunale";"Via S. Pertini snc";"";"86028";"Torella del Sannio";"070079";"Campobasso";"MOLISE";"070";"0";"0";"";"";"";"http://regione.molise.it/web/Assessorati/bic.nsf/fac382af29309379c1256c8c006171e7/52c9ee0d9860bc29c12574100028bc99?OpenDocument"
"IT-CB0066";"Biblioteca Trotta";"Viale S.Francesco, 112";"";"86018";"Toro";"070080";"Campobasso";"MOLISE";"070";"41,5740346";"14,766041";"";"";"";"http://www.toro.molise.it/menu/CasaTrotta/"
"IT-CB0067";"Biblioteca diocesana Giulia";"Via Seminario, 34";"";"86029";"Trivento";"070081";"Campobasso";"MOLISE";"070";"41,78516";"14,550915";"+39 0874.871745";"+39 0874.871775";"bc@diocesitrivento.it";""
"IT-CB0069";"Biblioteca comunale";"Via Regina Elena 1";"";"86010";"Tufara";"070082";"Campobasso";"MOLISE";"070";"41,4816368";"14,9469348";"";"+39 0874713595";"";""
"IT-CB0070";"Biblioteca comunale";"Piazza Municipio 52";"";"86049";"Ururi";"070083";"Campobasso";"MOLISE";"070";"41,8151627";"15,011825";"+39 0874830130";"";"";""
"IT-CB0072";"Biblioteca dell'Istituto Culturale Circolo Anziani";"Via della Posta";"";"86030";"Mafalda";"070036";"Campobasso";"MOLISE";"070";"41,942228";"14,713781";"";"";"";""
"IT-CB0073";"Biblioteca del Centro sociale di educazione permanente";"Via Roma 131";"";"86030";"Tavenna";"070077";"Campobasso";"MOLISE";"070";"41,9086068";"14,761769";"+39 087497244";"";"";""
"IT-CB0074";"Biblioteca del Centro sociale di educazione permanente";"Via Roma 109/b";"";"86032";"Montecilfone";"070042";"Campobasso";"MOLISE";"070";"41,9018019";"14,8366988";"+39 0875979130";"";"";""
"IT-CB0075";"Biblioteca dell'Istituto Culturale di Scienze Religiose S. Tommaso";"Seminario Vescovile";"";"86029";"Trivento";"070081";"Campobasso";"MOLISE";"070";"41,7926166";"14,5888356";"";"";"";""
"IT-CB0076";"Biblioteca del Centro di lettura";"Piazza Marconi";"";"86027";"San Massimo";"070070";"Campobasso";"MOLISE";"070";"41,492765";"14,4104643";"";"";"";""
"IT-CB0077";"Biblioteca comunale SIST - Sportello Turistico e Servizio Informatico";"Via Umberto, 1";"";"86010";"Castropignano";"070016";"Campobasso";"MOLISE";"070";"41,6193888";"14,5607962";"+39 0874503132";"+39 0874503522";"";""
"IT-CB0079";"Biblioteca dell'Istituto missionario Oblati Maria Immacolata";"Via S. Rocco 1";"";"86025";"Ripalimosani";"070059";"Campobasso";"MOLISE";"070";"41,6112474";"14,6628136";"";"";"";""
"IT-CB0080";"Biblioteca del Circolo Culturale Don Sturzo";"";"";"86025";"Ripalimosani";"070059";"Campobasso";"MOLISE";"070";"41,6192101";"14,6471221";"";"";"";""
"IT-CB0081";"Biblioteca del Centro di lettura";"Via S. Michele";"";"86025";"Ripalimosani";"070059";"Campobasso";"MOLISE";"070";"41,6120551";"14,6645503";"";"";"";""
"IT-CB0082";"Biblioteca comunale";"Piazza Nerazio Prisco 40";"";"86017";"Sepino";"070075";"Campobasso";"MOLISE";"070";"41,4071739";"14,6190605";"";"";"";""
"IT-CB0083";"Biblioteca del Centro di lettura";"Viale del Municipio";"";"86011";"Baranello";"070002";"Campobasso";"MOLISE";"070";"41,5274557";"14,5552439";"+39 0874460748";"+39 0874460828";"";""
"IT-CB0088";"Biblioteca comunale";"Via Vittorio Emanuele III  7";"";"86030";"Castelbottaccio";"070013";"Campobasso";"MOLISE";"070";"41,7530641";"14,7069746";"";"";"";""
"IT-CB0090";"Biblioteca del Centro di lettura";"Vico Martino";"";"86030";"Guardialfiera";"070027";"Campobasso";"MOLISE";"070";"41,8024362";"14,7928792";"+39 0871840131";"";"";""
"IT-CB0092";"Biblioteca del centro di lettura";"Via Cavatoio";"";"86040";"Pietracatella";"070053";"Campobasso";"MOLISE";"070";"41,5811884";"14,8733562";"+39 0874877131";"+39 0874817691";"comunedipietracatella@virgilio.it";""
